Id,Table Type,Surface Material,Structural Material,Street / Avenue,Neighbourhood Id,Neighbourhood Name,Ward,Latitude,Longitude,Location,Geometry Point
5639,Square Picnic Table,Wood,Metal,162 AVENUE NW,3180,DUNLUCE,Ward Anirniq,53.623608398621485,-113.52512551315773,"(53.623608398621485, -113.52512551315773)",POINT (-113.52512551315773 53.623608398621485)
7706,Square Picnic Table,Wood,Aggregate,128A AVENUE NW,2020,BALWIN,Ward tastawiyiniwak,53.58727176654349,-113.45609258062716,"(53.58727176654349, -113.45609258062716)",POINT (-113.45609258062716 53.58727176654349)
6417,Square Picnic Table,Wood,Metal,106 STREET NW,5160,DUGGAN,Ward papastew,53.47315053319424,-113.50636393256184,"(53.47315053319424, -113.50636393256184)",POINT (-113.50636393256184 53.47315053319424)
69732,Square Picnic Table,Wood,Aggregate,85 AVENUE NW,5480,STRATHCONA,Ward papastew,53.5211180235557,-113.49284121936415,"(53.5211180235557, -113.49284121936415)",POINT (-113.49284121936415 53.5211180235557)
26446,Square Picnic Table,Metal,Metal,90 AVENUE NW,6320,IDYLWYLDE,Ward Metis,53.52463931282413,-113.45328982130648,"(53.52463931282413, -113.45328982130648)",POINT (-113.45328982130648 53.52463931282413)
14057,Square Picnic Table,Wood,Aggregate,109A AVENUE NW,3440,WESTMOUNT,Ward O-day'min,53.55591523580805,-113.54179741464574,"(53.55591523580805, -113.54179741464574)",POINT (-113.54179741464574 53.55591523580805)
3129,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52725176093849,-113.50826216572771,"(53.52725176093849, -113.50826216572771)",POINT (-113.50826216572771 53.52725176093849)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.534370671929786,-113.5240132501273,"(53.534370671929786, -113.5240132501273)",POINT (-113.5240132501273 53.534370671929786)
4528,Square Picnic Table,Wood,Aggregate,66 AVENUE NW,6290,HAZELDEAN,Ward papastew,53.50327163069081,-113.47728720461009,"(53.50327163069081, -113.47728720461009)",POINT (-113.47728720461009 53.50327163069081)
38785,Square Picnic Table,Wood,Metal,88 AVENUE NW,6491,MILL CREEK RAVINE NORTH,Ward papastew,53.52442324075449,-113.47762892695368,"(53.52442324075449, -113.47762892695368)",POINT (-113.47762892695368 53.52442324075449)
20249,Square Picnic Table,Wood,Metal,93 AVENUE NW,6710,STRATHEARN,Ward Metis,53.529873158396285,-113.46200981290603,"(53.529873158396285, -113.46200981290603)",POINT (-113.46200981290603 53.529873158396285)
486,Square Picnic Table,Wood,Metal,105 STREET NW,1090,DOWNTOWN,Ward O-day'min,53.54172412150487,-113.50065942622388,"(53.54172412150487, -113.50065942622388)",POINT (-113.50065942622388 53.54172412150487)
19982,Square Picnic Table,Wood,Metal,43 AVENUE NW,5340,RAMSAY HEIGHTS,Ward pihesiwin,53.48137044708065,-113.5814319302622,"(53.48137044708065, -113.5814319302622)",POINT (-113.5814319302622 53.48137044708065)
14357,Square Picnic Table,Unknown,Unknown,95 AVENUE NW,6550,OTTEWELL,Ward Metis,53.53492448169835,-113.42563755897173,"(53.53492448169835, -113.42563755897173)",POINT (-113.42563755897173 53.53492448169835)
6557,Square Picnic Table,Wood,Wood,95 AVENUE NW,6310,HOLYROOD,Ward Metis,53.531551420188194,-113.4518583894818,"(53.531551420188194, -113.4518583894818)",POINT (-113.4518583894818 53.531551420188194)
14929,Square Picnic Table,Wood,Aggregate,WEST VIEW BOULEVARD NW,4620,WESTVIEW VILLAGE,Ward Nakota Isga,53.553330370800005,-113.69235444135454,"(53.553330370800005, -113.69235444135454)",POINT (-113.69235444135454 53.553330370800005)
29419,Square Picnic Table,Concrete,Aggregate,132 AVENUE NW,2020,BALWIN,Ward tastawiyiniwak,53.59164126245443,-113.44886493720597,"(53.59164126245443, -113.44886493720597)",POINT (-113.44886493720597 53.59164126245443)
31806,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52802401251146,-113.50518864310524,"(53.52802401251146, -113.50518864310524)",POINT (-113.50518864310524 53.52802401251146)
53104,Square Picnic Table,Composite,Metal,MACEWAN ROAD SW,5452,MACEWAN,Ward Ipiihkoohkanipiaohtsi,53.429591949226555,-113.53040023755052,"(53.429591949226555, -113.53040023755052)",POINT (-113.53040023755052 53.429591949226555)
7558,Square Picnic Table,Wood,Metal,43 STREET NW,2040,BEACON HEIGHTS,Ward Metis,53.57428474775218,-113.40725224106082,"(53.57428474775218, -113.40725224106082)",POINT (-113.40725224106082 53.57428474775218)
23321,Square Picnic Table,Wood,Metal,53 AVENUE NW,5090,BROOKSIDE,Ward pihesiwin,53.49134580023592,-113.56846740941475,"(53.49134580023592, -113.56846740941475)",POINT (-113.56846740941475 53.49134580023592)
36672,Square Picnic Table,Wood,Aggregate,BLACKMUD CREEK DRIVE SW,5453,BLACKMUD CREEK,Ward Ipiihkoohkanipiaohtsi,53.42007155749385,-113.5130595391455,"(53.42007155749385, -113.5130595391455)",POINT (-113.5130595391455 53.42007155749385)
48819,Square Picnic Table,Wood,Metal,129 AVENUE NW,3260,LAUDERDALE,Ward Anirniq,53.58698196918507,-113.51104778013756,"(53.58698196918507, -113.51104778013756)",POINT (-113.51104778013756 53.58698196918507)
10636,Square Picnic Table,Wood,Aggregate,88 AVENUE NW,6040,BONNIE DOON,Ward Metis,53.523779343111165,-113.4739941360566,"(53.523779343111165, -113.4739941360566)",POINT (-113.4739941360566 53.523779343111165)
36489,Square Picnic Table,Wood,Metal,GOLDBAR PARK ROAD NW,6620,RIVER VALLEY GOLD BAR,Ward Metis,53.55748921556465,-113.4063745761874,"(53.55748921556465, -113.4063745761874)",POINT (-113.4063745761874 53.55748921556465)
26267,Square Picnic Table,Wood,Aggregate,YELLOWHEAD TRAIL NW,1130,ELMWOOD PARK,Ward Metis,53.58176745574886,-113.45614533607053,"(53.58176745574886, -113.45614533607053)",POINT (-113.45614533607053 53.58176745574886)
5362,Square Picnic Table,Metal,Metal,140 AVENUE NW,2720,YORK,Ward Dene,53.60215034942154,-113.43132876380155,"(53.60215034942154, -113.43132876380155)",POINT (-113.43132876380155 53.60215034942154)
9135,Square Picnic Table,Wood,Metal,121 AVENUE NW,3350,PRINCE CHARLES,Ward Anirniq,53.57483705508553,-113.53628583188883,"(53.57483705508553, -113.53628583188883)",POINT (-113.53628583188883 53.57483705508553)
31910,Square Picnic Table,Wood,Wood,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48542800828069,-113.55590766270825,"(53.48542800828069, -113.55590766270825)",POINT (-113.55590766270825 53.48542800828069)
95732,Square Picnic Table,Wood,Metal,CHIVERS CRESCENT SW,5462,CHAPPELLE,Ward Ipiihkoohkanipiaohtsi,53.397370723771495,-113.60014077158532,"(53.397370723771495, -113.60014077158532)",POINT (-113.60014077158532 53.397370723771495)
4789,Square Picnic Table,Wood,Aggregate,25 AVENUE NW,5070,BLUE QUILL ESTATES,Ward Ipiihkoohkanipiaohtsi,53.45681883672929,-113.5391373694018,"(53.45681883672929, -113.5391373694018)",POINT (-113.5391373694018 53.45681883672929)
11454,Square Picnic Table,Wood,Aggregate,91 AVENUE NW,4590,WEST MEADOWLARK PARK,Ward sipiwiyiniwak,53.526798576979814,-113.60869768619006,"(53.526798576979814, -113.60869768619006)",POINT (-113.60869768619006 53.526798576979814)
59407,Square Picnic Table,Composite,Metal,AMBLESIDE DRIVE SW,5505,AMBLESIDE,Ward pihesiwin,53.432273372172766,-113.6025457475818,"(53.432273372172766, -113.6025457475818)",POINT (-113.6025457475818 53.432273372172766)
36211,Square Picnic Table,Wood,Aggregate,ABBOTTSFIELD ROAD NW,2010,ABBOTTSFIELD,Ward Metis,53.57469099805705,-113.39257798391152,"(53.57469099805705, -113.39257798391152)",POINT (-113.39257798391152 53.57469099805705)
52304,Square Picnic Table,Wood,Aggregate,EDWARDS DRIVE SW,6211,ELLERSLIE,Ward Karhiio,53.428846630373144,-113.45877328024517,"(53.428846630373144, -113.45877328024517)",POINT (-113.45877328024517 53.428846630373144)
3545,Square Picnic Table,Metal,Metal,139 AVENUE NW,2145,CLAREVIEW TOWN CENTRE,Ward Dene,53.603112405272036,-113.40490398047788,"(53.603112405272036, -113.40490398047788)",POINT (-113.40490398047788 53.603112405272036)
3804,Square Picnic Table,Metal,Metal,144 AVENUE NW,2260,EVANSDALE,Ward tastawiyiniwak,53.60625971652516,-113.47570457475994,"(53.60625971652516, -113.47570457475994)",POINT (-113.47570457475994 53.60625971652516)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.53432000208651,-113.52406647218963,"(53.53432000208651, -113.52406647218963)",POINT (-113.52406647218963 53.53432000208651)
3129,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52662712425611,-113.50932132847048,"(53.52662712425611, -113.50932132847048)",POINT (-113.50932132847048 53.52662712425611)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.55455946636284,-113.38429345920771,"(53.55455946636284, -113.38429345920771)",POINT (-113.38429345920771 53.55455946636284)
502,Square Picnic Table,Wood,Metal,JASPER AVENUE NW,1190,RIVER VALLEY KINNAIRD,Ward Metis,53.555105207331046,-113.46780411645317,"(53.555105207331046, -113.46780411645317)",POINT (-113.46780411645317 53.555105207331046)
23336,Square Picnic Table,Wood,Metal,KEILLOR TRAIL NW,5400,RIVER VALLEY WHITEMUD,Ward papastew,53.50460086700182,-113.5594822359502,"(53.50460086700182, -113.5594822359502)",POINT (-113.5594822359502 53.50460086700182)
13767,Square Picnic Table,Wood,Aggregate,122 AVENUE NW,3410,SHERBROOKE,Ward Anirniq,53.57488475611629,-113.54838507810548,"(53.57488475611629, -113.54838507810548)",POINT (-113.54838507810548 53.57488475611629)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.524805687118935,-113.54446808680945,"(53.524805687118935, -113.54446808680945)",POINT (-113.54446808680945 53.524805687118935)
19781,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53338318897458,-113.5370927873274,"(53.53338318897458, -113.5370927873274)",POINT (-113.5370927873274 53.53338318897458)
23141,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Metis,53.561607571217465,-113.45583755361132,"(53.561607571217465, -113.45583755361132)",POINT (-113.45583755361132 53.561607571217465)
48998,Square Picnic Table,Wood,Metal,THIBAULT WYND NW,5640,TERWILLEGAR TOWNE,Ward pihesiwin,53.446134153884216,-113.58707294491063,"(53.446134153884216, -113.58707294491063)",POINT (-113.58707294491063 53.446134153884216)
34358,Square Picnic Table,Metal,Metal,PICARD DRIVE NW,4710,POTTER GREENS,Ward Nakota Isga,53.51825613718692,-113.67495650793191,"(53.51825613718692, -113.67495650793191)",POINT (-113.67495650793191 53.51825613718692)
88193,Square Picnic Table,Aggregate,Metal,ROSENTHAL BOULEVARD NW,4750,ROSENTHAL,Ward Nakota Isga,53.51714216977988,-113.69952506099435,"(53.51714216977988, -113.69952506099435)",POINT (-113.69952506099435 53.51714216977988)
66278,Square Picnic Table,Concrete,Concrete,SOUTH TERWILLEGAR DRIVE NW,5642,SOUTH TERWILLEGAR,Ward pihesiwin,53.439841532267906,-113.5801521313653,"(53.439841532267906, -113.5801521313653)",POINT (-113.5801521313653 53.439841532267906)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52479383638942,-113.54444474498308,"(53.52479383638942, -113.54444474498308)",POINT (-113.54444474498308 53.52479383638942)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52907616901389,-113.54663141036652,"(53.52907616901389, -113.54663141036652)",POINT (-113.54663141036652 53.52907616901389)
4162,Square Picnic Table,Wood,Aggregate,122 AVENUE NW,1250,WESTWOOD,Ward O-day'min,53.57632697707517,-113.4997621778596,"(53.57632697707517, -113.4997621778596)",POINT (-113.4997621778596 53.57632697707517)
4958,Square Picnic Table,Wood,Aggregate,96 AVENUE NW,3140,CRESTWOOD,Ward Nakota Isga,53.53363682616309,-113.57178696596709,"(53.53363682616309, -113.57178696596709)",POINT (-113.57178696596709 53.53363682616309)
12344,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53415641319005,-113.53786558731326,"(53.53415641319005, -113.53786558731326)",POINT (-113.53786558731326 53.53415641319005)
6745,Square Picnic Table,Wood,Metal,145 AVENUE NW,2430,KIRKNESS,Ward Dene,53.60804538363902,-113.39691570440702,"(53.60804538363902, -113.39691570440702)",POINT (-113.39691570440702 53.60804538363902)
102870,Square Picnic Table,Wood,Aggregate,180 STREET NW,4270,LYMBURN,Ward sipiwiyiniwak,53.50553920367254,-113.63504213278479,"(53.50553920367254, -113.63504213278479)",POINT (-113.63504213278479 53.50553920367254)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.5549536295297,-113.38424441208033,"(53.5549536295297, -113.38424441208033)",POINT (-113.38424441208033 53.5549536295297)
22522,Square Picnic Table,Wood,Aggregate,178 STREET NW,4540,TERRA LOSA,Ward Nakota Isga,53.53004184370248,-113.62976035966398,"(53.53004184370248, -113.62976035966398)",POINT (-113.62976035966398 53.53004184370248)
87995,Square Picnic Table,Metal,Metal,WATT DRIVE SW,6662,WALKER,Ward Karhiio,53.414202009507676,-113.43680699936577,"(53.414202009507676, -113.43680699936577)",POINT (-113.43680699936577 53.414202009507676)
79655,Square Picnic Table,Wood,Aggregate,123 STREET NW,3370,RAPPERSWILL,Ward Anirniq,53.63198801527707,-113.53466374019834,"(53.63198801527707, -113.53466374019834)",POINT (-113.53466374019834 53.63198801527707)
4640,Square Picnic Table,Wood,Aggregate,73 AVENUE NW,6020,AVONMORE,Ward Metis,53.51014645514163,-113.44867784693164,"(53.51014645514163, -113.44867784693164)",POINT (-113.44867784693164 53.51014645514163)
60272,Square Picnic Table,Unknown,Metal,FORT EDMONTON PARK ROAD NW,5401,RIVER VALLEY FORT EDMONTON,Ward pihesiwin,53.50272944222379,-113.57232422752419,"(53.50272944222379, -113.57232422752419)",POINT (-113.57232422752419 53.50272944222379)
12343,Square Picnic Table,Wood,Metal,EMILY MURPHY PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.53336777320941,-113.53507907896072,"(53.53336777320941, -113.53507907896072)",POINT (-113.53507907896072 53.53336777320941)
23770,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.508842156481336,-113.55374899792551,"(53.508842156481336, -113.55374899792551)",POINT (-113.55374899792551 53.508842156481336)
20167,Square Picnic Table,Wood,Metal,88 STREET NW,6492,MILL CREEK RAVINE SOUTH,Ward papastew,53.505182238672646,-113.46361957328045,"(53.505182238672646, -113.46361957328045)",POINT (-113.46361957328045 53.505182238672646)
63347,Square Picnic Table,Wood,Aggregate,112 AVENUE NW,3450,WOODCROFT,Ward Anirniq,53.561602380634234,-113.56282154929443,"(53.561602380634234, -113.56282154929443)",POINT (-113.56282154929443 53.561602380634234)
69236,Square Picnic Table,Wood,Metal,NOT NAMED ROAD NW,5430,ROYAL GARDENS,Ward papastew,53.47965486975642,-113.51999915653923,"(53.47965486975642, -113.51999915653923)",POINT (-113.51999915653923 53.47965486975642)
4979,Square Picnic Table,Wood,Aggregate,91 AVENUE NW,3330,PARKVIEW,Ward sipiwiyiniwak,53.525078052653036,-113.56953235620306,"(53.525078052653036, -113.56953235620306)",POINT (-113.56953235620306 53.525078052653036)
9682,Square Picnic Table,Wood,Metal,122 STREET NW,3240,INGLEWOOD,Ward Anirniq,53.56101048596398,-113.53203114134708,"(53.56101048596398, -113.53203114134708)",POINT (-113.53203114134708 53.56101048596398)
23202,Square Picnic Table,Wood,Metal,99 AVENUE NW,1090,DOWNTOWN,Ward O-day'min,53.53675554482762,-113.50058193060202,"(53.53675554482762, -113.50058193060202)",POINT (-113.50058193060202 53.53675554482762)
4394,Square Picnic Table,Wood,Aggregate,110 AVENUE NW,4290,MAYFIELD,Ward Nakota Isga,53.55539502442747,-113.59551741289405,"(53.55539502442747, -113.59551741289405)",POINT (-113.59551741289405 53.55539502442747)
25443,Square Picnic Table,Wood,Metal,CONNORS ROAD NW,6070,CLOVERDALE,Ward Metis,53.53646579531137,-113.4777437513809,"(53.53646579531137, -113.4777437513809)",POINT (-113.4777437513809 53.53646579531137)
4868,Square Picnic Table,Wood,Aggregate,76 AVENUE NW,4070,CALLINGWOOD NORTH,Ward sipiwiyiniwak,53.507221270055936,-113.62372862497254,"(53.507221270055936, -113.62372862497254)",POINT (-113.62372862497254 53.507221270055936)
45451,Square Picnic Table,Composite,Metal,GRANTHAM DRIVE NW,4720,GLASTONBURY,Ward sipiwiyiniwak,53.50550018828756,-113.67234757979492,"(53.50550018828756, -113.67234757979492)",POINT (-113.67234757979492 53.50550018828756)
6128,Square Picnic Table,Wood,Aggregate,KNOTTWOOD ROAD SOUTH NW,6450,MENISA,Ward Karhiio,53.442668680709346,-113.44782628664308,"(53.442668680709346, -113.44782628664308)",POINT (-113.44782628664308 53.442668680709346)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.52905925090162,-113.54660933076183,"(53.52905925090162, -113.54660933076183)",POINT (-113.54660933076183 53.52905925090162)
3932,Square Picnic Table,Wood,Aggregate,135 AVENUE NW,3390,ROSSLYN,Ward Anirniq,53.595786926827145,-113.500019133916,"(53.595786926827145, -113.500019133916)",POINT (-113.500019133916 53.595786926827145)
6197,Square Picnic Table,Wood,Metal,KNOTTWOOD ROAD EAST NW,6200,EKOTA,Ward Karhiio,53.450055554656146,-113.44176654203692,"(53.450055554656146, -113.44176654203692)",POINT (-113.44176654203692 53.450055554656146)
6239,Square Picnic Table,Wood,Aggregate,LAKEWOOD ROAD NORTH NW,6340,KAMEYOSEK,Ward Karhiio,53.46183749987816,-113.44280493930245,"(53.46183749987816, -113.44280493930245)",POINT (-113.44280493930245 53.46183749987816)
5672,Square Picnic Table,Wood,Aggregate,139 AVENUE NW,2320,HAIRSINE,Ward Dene,53.60354947062216,-113.3905935438473,"(53.60354947062216, -113.3905935438473)",POINT (-113.3905935438473 53.60354947062216)
7918,Square Picnic Table,Wood,Aggregate,80 STREET NW,6230,FOREST HEIGHTS,Ward Metis,53.54334344675313,-113.4512543037286,"(53.54334344675313, -113.4512543037286)",POINT (-113.4512543037286 53.54334344675313)
23141,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Metis,53.56146455252399,-113.45640709257306,"(53.56146455252399, -113.45640709257306)",POINT (-113.45640709257306 53.56146455252399)
69235,Square Picnic Table,Wood,Metal,43 AVENUE NW,5430,ROYAL GARDENS,Ward papastew,53.480437769182416,-113.52247457329513,"(53.480437769182416, -113.52247457329513)",POINT (-113.52247457329513 53.480437769182416)
3465,Round Picnic Table,Metal,Metal,99 STREET NW,1090,DOWNTOWN,Ward O-day'min,53.544040955245904,-113.48863039819338,"(53.544040955245904, -113.48863039819338)",POINT (-113.48863039819338 53.544040955245904)
20775,Square Picnic Table,Wood,Metal,RUNDLE PARK ROAD NW,2650,RIVER VALLEY RUNDLE,Ward Metis,53.553485688692504,-113.38841382803744,"(53.553485688692504, -113.38841382803744)",POINT (-113.38841382803744 53.553485688692504)
11331,Square Picnic Table,Composite,Metal,112 STREET NW,5290,MCKERNAN,Ward papastew,53.511164931159875,-113.5193132990686,"(53.511164931159875, -113.5193132990686)",POINT (-113.5193132990686 53.511164931159875)
5748,Square Picnic Table,Wood,Metal,140 AVENUE NW,2580,NORTHMOUNT,Ward tastawiyiniwak,53.603396318842655,-113.48209248473836,"(53.603396318842655, -113.48209248473836)",POINT (-113.48209248473836 53.603396318842655)
6432,Square Picnic Table,Wood,Metal,124 STREET NW,5260,LANSDOWNE,Ward papastew,53.486833816276416,-113.54587497790845,"(53.486833816276416, -113.54587497790845)",POINT (-113.54587497790845 53.486833816276416)
8553,Square Picnic Table,Wood,Aggregate,81 STREET NW,1100,EASTWOOD,Ward Metis,53.57483809812692,-113.46484700120527,"(53.57483809812692, -113.46484700120527)",POINT (-113.46484700120527 53.57483809812692)
31912,Square Picnic Table,Wood,Wood,RAINBOW VALLEY ROAD NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48463215784903,-113.55417205879567,"(53.48463215784903, -113.55417205879567)",POINT (-113.55417205879567 53.48463215784903)
23769,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.5099857194163,-113.55129393698788,"(53.5099857194163, -113.55129393698788)",POINT (-113.55129393698788 53.5099857194163)
19156,Square Picnic Table,Wood,Metal,TOMLINSON COMMON NW,5640,TERWILLEGAR TOWNE,Ward pihesiwin,53.44969619770609,-113.58456220092155,"(53.44969619770609, -113.58456220092155)",POINT (-113.58456220092155 53.44969619770609)
14373,Square Picnic Table,Composite,Metal,94 STREET NW,6070,CLOVERDALE,Ward Metis,53.5366663184785,-113.47117035438747,"(53.5366663184785, -113.47117035438747)",POINT (-113.47117035438747 53.5366663184785)
4760,Square Picnic Table,Wood,Metal,107 STREET NW,5170,EMPIRE PARK,Ward papastew,53.48607986377672,-113.50829675792426,"(53.48607986377672, -113.50829675792426)",POINT (-113.50829675792426 53.48607986377672)
11573,Square Picnic Table,Wood,Aggregate,181A STREET NW,4020,ALDERGROVE,Ward Nakota Isga,53.51852460072024,-113.63511570910106,"(53.51852460072024, -113.63511570910106)",POINT (-113.63511570910106 53.51852460072024)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.53486214266765,-113.52338614384428,"(53.53486214266765, -113.52338614384428)",POINT (-113.52338614384428 53.53486214266765)
6268,Square Picnic Table,Metal,Metal,MILLBOURNE ROAD EAST NW,6400,LEE RIDGE,Ward Karhiio,53.47136815057348,-113.44600071750183,"(53.47136815057348, -113.44600071750183)",POINT (-113.44600071750183 53.47136815057348)
31782,Other Table,Wood,Metal,109 STREET NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.528762612619175,-113.51455960428306,"(53.528762612619175, -113.51455960428306)",POINT (-113.51455960428306 53.528762612619175)
13424,Square Picnic Table,Wood,Aggregate,110 STREET NW,3390,ROSSLYN,Ward Anirniq,53.59460035701951,-113.51079071185401,"(53.59460035701951, -113.51079071185401)",POINT (-113.51079071185401 53.59460035701951)
11034,Square Picnic Table,Wood,Aggregate,48 AVENUE NW,5280,MALMO PLAINS,Ward papastew,53.48515150540217,-113.53018069316602,"(53.48515150540217, -113.53018069316602)",POINT (-113.53018069316602 53.48515150540217)
15695,Square Picnic Table,Wood,Aggregate,87 AVENUE NW,5480,STRATHCONA,Ward papastew,53.5224012051293,-113.49367580424618,"(53.5224012051293, -113.49367580424618)",POINT (-113.49367580424618 53.5224012051293)
108968,Square Picnic Table,Metal,Metal,HODGSON ROAD NW,5620,HODGSON,Ward pihesiwin,53.45856615808484,-113.55893518620303,"(53.45856615808484, -113.55893518620303)",POINT (-113.55893518620303 53.45856615808484)
34500,Square Picnic Table,Wood,Metal,WILLIAM HAWRELAK PARK ROAD NW,5370,RIVER VALLEY MAYFAIR,Ward papastew,53.524926578747184,-113.54633791637849,"(53.524926578747184, -113.54633791637849)",POINT (-113.54633791637849 53.524926578747184)
6339,Square Picnic Table,Wood,Aggregate,SADDLEBACK ROAD NW,5460,SKYRATTLER,Ward Ipiihkoohkanipiaohtsi,53.450499325700555,-113.52430648942271,"(53.450499325700555, -113.52430648942271)",POINT (-113.52430648942271 53.450499325700555)
23185,Square Picnic Table,Wood,Metal,28 AVENUE NW,6570,PARSONS INDUSTRIAL,Ward Karhiio,53.46051714094179,-113.48024713703612,"(53.46051714094179, -113.48024713703612)",POINT (-113.48024713703612 53.46051714094179)
49959,Square Picnic Table,Unknown,Unknown,204 STREET NW,4461,THE HAMPTONS,Ward sipiwiyiniwak,53.48655374192468,-113.67209414534686,"(53.48655374192468, -113.67209414534686)",POINT (-113.67209414534686 53.48655374192468)
14112,Square Picnic Table,Wood,Aggregate,154 STREET NW,4200,HIGH PARK,Ward Nakota Isga,53.55640451281896,-113.58691130043987,"(53.55640451281896, -113.58691130043987)",POINT (-113.58691130043987 53.55640451281896)
306,Square Picnic Table,Metal,Metal,112 AVENUE NW,1240,VIRGINIA PARK,Ward Metis,53.56211851240042,-113.4546516531182,"(53.56211851240042, -113.4546516531182)",POINT (-113.4546516531182 53.56211851240042)
2099,Square Picnic Table,Wood,Metal,RIVER VALLEY ROAD NW,1200,RIVER VALLEY VICTORIA,Ward O-day'min,53.53457901569317,-113.52252947967371,"(53.53457901569317, -113.52252947967371)",POINT (-113.52252947967371 53.53457901569317)
5873,Square Picnic Table,Wood,Aggregate,84 STREET NW,2050,BELLE RIVE,Ward tastawiyiniwak,53.619603862791145,-113.4706972339551,"(53.619603862791145, -113.4706972339551)",POINT (-113.4706972339551 53.619603862791145)
3505,Round Picnic Table,Metal,Metal,104 STREET NW,1090,DOWNTOWN,Ward O-day'min,53.54161876687395,-113.49958580437423,"(53.54161876687395, -113.49958580437423)",POINT (-113.49958580437423 53.54161876687395)
29671,Square Picnic Table,Wood,Wood,WHITEMUD DRIVE NW,5550,WHITEMUD CREEK RAVINE NORTH,Ward papastew,53.48490772961297,-113.55647601658346,"(53.48490772961297, -113.55647601658346)",POINT (-113.55647601658346 53.48490772961297)
10846,Square Picnic Table,Wood,Aggregate,81 STREET NW,6320,IDYLWYLDE,Ward Metis,53.52317281995998,-113.45167488119773,"(53.52317281995998, -113.45167488119773)",POINT (-113.45167488119773 53.52317281995998)
10351,Square Picnic Table,Wood,Aggregate,68 AVENUE NW,6290,HAZELDEAN,Ward papastew,53.50514572844396,-113.47520826332276,"(53.50514572844396, -113.47520826332276)",POINT (-113.47520826332276 53.50514572844396)
10787,Square Picnic Table,Wood,Metal,84 AVENUE NW,5200,GARNEAU,Ward papastew,53.519583329670695,-113.5137304842442,"(53.519583329670695, -113.5137304842442)",POINT (-113.5137304842442 53.519583329670695)
23769,Square Picnic Table,Wood,Metal,SIR WILFRED LAURIER PARK ROAD NW,3382,RIVER VALLEY LAURIER,Ward sipiwiyiniwak,53.509958043028185,-113.55233637951908,"(53.509958043028185, -113.55233637951908)",POINT (-113.55233637951908 53.509958043028185)
3129,Square Picnic Table,Wood,Metal,WALTERDALE HILL NW,5390,RIVER VALLEY WALTERDALE,Ward papastew,53.52726426045357,-113.50829518814668,"(53.52726426045357, -113.50829518814668)",POINT (-113.50829518814668 53.52726426045357)
10721,Square Picnic Table,Wood,Aggregate,97 AVENUE NW,6070,CLOVERDALE,Ward Metis,53.53567359877004,-113.47240729072185,"(53.53567359877004, -113.47240729072185)",POINT (-113.47240729072185 53.53567359877004)
